text;animation;comment;next;previous;source_dlg;audiofile
You say that now, but I'm talking to you from across the breadth of many years experience. That is a gap I simply can't cross for you.;[];;[8200];[8198];k_hjol_dialog;NM35AAJOLE09227_.mp3
Let me ask you this: have you ever been in love? Truly in love, I mean, and not simple infatuation.;[];;[8201];[8199, 8239, 8241];k_hjol_dialog;NM35AAJOLE09233_.mp3
Well...;[];;[8202, 8237];[8200];k_hjol_dialog;
Exactly. You're still at the beginning of your life. There will be women in your life... perhaps many women... but if you're fortunate you'll find love once.;[];;[8203];[8201];k_hjol_dialog;NM35AAJOLE09235_.mp3
The Jedi, with their damnable sense of over-caution, would tell you love is something to avoid. Thankfully, anyone who's even partially alive knows that's not true.;[];;[8204, 8234, 8235];[8202, 8237];k_hjol_dialog;NM35AAJOLE09237_.mp3
Aren't you worried about the dark side at all?;[];;[8205];[8203];k_hjol_dialog;
Love doesn't lead to the dark side. Passion can lead to rage and fear, and can be controlled... but passion is not the same thing as love.;[];;[8206];[8204, 8234, 8236];k_hjol_dialog;NM35AAJOLE09239_.mp3
Controlling your passions while being in love... that's what they should teach you to beware. But love, itself, will save you... not condemn you.;[];;[8207];[8205];k_hjol_dialog;NM35AAJOLE09240_.mp3
Ahhhh, but listen to me go on as if I had all the answers. What do I know of love anymore? I'm just a lonely old man who's not even a Jedi.;[{'Jolee': 'Talk_Sad'}];;[8208, 8221, 8224, 8226];[8206];k_hjol_dialog;NM35AAJOLE09241_.mp3
Sounds like love is something you should have avoided.;[];;[8209];[8207];k_hjol_dialog;
Hmph. Maybe. Do you want to avoid the greatest things in life simply because they come with some complications?;[];;[8210];[8208];k_hjol_dialog;NM35AAJOLE09243_.mp3
Love causes pain, certainly. Inevitably love is going to lead to as much sorrow and regret as it does joy. I suppose there are perfect, eternal loves out there... but I haven't seen any.;[];;[8211];[8209, 8225, 8229, 8231, 8233];k_hjol_dialog;NM35AAJOLE09244_.mp3
How you deal with the bad part of love is what determines your character, what determines the dark side's hold over you.;[];;[8212, 8217, 8219];[8210];k_hjol_dialog;NM35AAJOLE09245_.mp3
You don't think love can work?;[];;[8213];[8211];k_hjol_dialog;
I suppose it could. It would take a strong person to make that kind of commitment, I think. Someone with a great sense of self.;[];;[8214];[8212];k_hjol_dialog;NM35AAJOLE09247_.mp3
I'll tell you one thing: sometimes, no matter how hard you try, you and the one you love simply aren't meant to be together.;[];;[8215];[8213, 8218, 8220];k_hjol_dialog;NM35AAJOLE09252_.mp3
The trick is to know when that is, to know when it's time to fight and when it's time to part ways.;[];;[8216];[8214];k_hjol_dialog;NM35AAJOLE09253_.mp3
Hmph... there I go waxing philosophical again. Somebody blast me already! Let's get going before I start talking in riddles, dammit!;[];;[];[8215];k_hjol_dialog;NM35AAJOLE09254_.mp3
Maybe the Jedi just think you shouldn't take that risk.;[];;[8218];[8211];k_hjol_dialog;
Bah. A life without risk is boring. Is that how you want to live? You want love, you've got to fight for it.;[];;[8214];[8217];k_hjol_dialog;NM35AAJOLE09249_.mp3
So what happened between you and your wife, then?;[];;[8220];[8211];k_hjol_dialog;
I haven't changed my mind. I'm still not going to talk about it. You go and find your own love if you want to know so badly.;[];;[8214];[8219];k_hjol_dialog;NM35AAJOLE09251_.mp3
You talk too much, old man. You don't know anything.;[];;[8222];[8207];k_hjol_dialog;
Don't I? Hmph. Maybe you're right. It seems whatever I have to say is falling on deaf ears, anyhow.;[];;[8223];[8221];k_hjol_dialog;NM35AAJOLE09256_.mp3
So go on, go on, run amok and kiss the bantha for all I care. I won't comment on it.;[];;[];[8222];k_hjol_dialog;NM35AAJOLE09257_.mp3
No, I want to hear what you have to say.;[];Jolee will not speak any more;[8225];[8207, 8197];k_hjol_dialog;
You do, do you? I wouldn't listen too closely... I'm no authority on anything. I just think that the greatest things in life shouldn't be avoided because they come with a few complications.;[];;[8210];[8224];k_hjol_dialog;NM35AAJOLE09259_.mp3
Not even a Jedi? You mean not any more, right?;[];;[8227];[8207];k_hjol_dialog;
Nope. Never was. Technically I never rose above the rank of Padawan, for various reasons. Does that surprise you?;[];;[8228, 8230, 8232];[8226];k_hjol_dialog;NGLOBEJOLE09742_.mp3
Not the way you describe your past, no.;[];;[8229];[8227];k_hjol_dialog;
Heh. I suppose I'm not prone to live my life like most of the Jedi Masters do, that's true. My opinions on love are no different.;[];;[8210];[8228];k_hjol_dialog;NGLOBEJOLE09744_.mp3
You seem to have all the abilities of a Jedi...;[];;[8231];[8227];k_hjol_dialog;
In my case, becoming a Jedi would have been a formality. I doubt the order and I would have gotten along well, considering my opinions on things such as love.;[];;[8210];[8230];k_hjol_dialog;NGLOBEJOLE09746_.mp3
Yes. You lied to me.;[];;[8233];[8227];k_hjol_dialog;
No I didn't. I may never have become a Jedi technically, but I'm an old Padawan with a lifetime of experience. That applies both to the Force as well as topics like love.;[];;[8210];[8232];k_hjol_dialog;NGLOBEJOLE09748_.mp3
That's what I've always thought.;[];;[8205];[8203];k_hjol_dialog;
What's this? Love advice from an old Jedi?;[];;[8236];[8203];k_hjol_dialog;
And why not? All this nonsense about avoiding love is so much foo-foo. I shouldn't be the only one who realizes that.;[];;[8205];[8235];k_hjol_dialog;NM35AAJOLE09262_.mp3
Exactly. You're still at the beginning of your life. There will be men in your life... perhaps many men... but if you're fortunate you'll find love once.;[];;[8203];[8201];k_hjol_dialog;NM35AAJOLE09236_.mp3
Is that why you went to Kashyyyk?;[];;[8239];[8197];k_hjol_dialog;
Heh. Partly, maybe. I doubt I could ever explain it to you fully, even if I wanted to.;[];;[8200];[8238];k_hjol_dialog;NM35AAJOLE09230_.mp3
Run away? How pathetic and weak.;[];;[8241];[8197];k_hjol_dialog;
There are worse things to call yourself, for better reasons. If you don't think it's even possible that you might be flinging those words at yourself one day, you're younger than I thought.;[];;[8200];[8240];k_hjol_dialog;NM35AAJOLE09232_.mp3
I don't mean to pry, but...;[];;[8243];[8190];k_hjol_dialog;
Yes you do. You may mean well enough, but my private affairs are just that: private.;[];;[8195];[8242];k_hjol_dialog;NM35AAJOLE09222_.mp3
Why did you leave the Jedi?;[];;[8245];[8022, 8571, 8579];k_hjol_dialog;
Heh heh. Who said I left the Jedi?;[{'Jolee': 'Talk_Laughing'}];;[8246, 8308, 8309];[8244];k_hjol_dialog;NM35AAJOLE09264_.mp3
You did. You said you weren't a Jedi any longer.;[];;[8247];[8245];k_hjol_dialog;
Well, technically, I was only a Padawan... not that that makes a difference to most. But as for the order, itself... no, I never left it. It left *me*.;[];;[8248, 8299, 8301];[8246, 8308];k_hjol_dialog;NM35AAJOLE09267_.mp3
What do you mean 'it left you'?;[];;[8249];[8247, 8310];k_hjol_dialog;
You know what I hate? Well... you know, lots of things, really. But I'm old and easily annoyed. But that's beside the point. What I *really* hate are how most people view the Jedi.;[];;[8250];[8248, 8300, 8304, 8305, 8307];k_hjol_dialog;NM35AAJOLE09269_.mp3
Everyone thinks that Jedi are perfect, that they can do no wrong. They think the Jedi Council is completely incapable of injustice.;[];;[8251, 8295, 8297];[8249];k_hjol_dialog;NM35AAJOLE09270_.mp3
I certainly don't think that.;[];;[8252];[8250];k_hjol_dialog;
Hmph. I guess you aren't as stupid as you sometimes act. No doubt you've been on the receiving end of Jedi justice at least once, eh?;[];;[8253];[8251];k_hjol_dialog;NM35AAJOLE09272_.mp3
And I'm not even talking about how some of us fall to the dark side. No, that's plenty indication of our fallibility, but it's something else entirely.;[];;[8254];[8252, 8296, 8298];k_hjol_dialog;NM35AAJOLE09277_.mp3
No, I'm talking about how, more often than not, your average robe-wearing Jedi can try to do the right thing and still be completely *wrong*.;[];;[8255, 8291, 8293];[8253];k_hjol_dialog;NM35AAJOLE09278_.mp3
I don't get it. What do you mean?;[];;[8256];[8254];k_hjol_dialog;
*sigh* I suppose I'm not being very clear, am I?;[];;[8257];[8255];k_hjol_dialog;NM35AAJOLE09280_.mp3
Come to think of it, I don't have to be clear. Someone my age is entitled to ramble, dammit! But for your sake I'll try to explain.;[];;[8258];[8256, 8292, 8294];k_hjol_dialog;NM35AAJOLE09281_.mp3
I'll tell you a little tale about a Jedi Master I once knew. Hortath, I think. Or was it Hartoth? I could never get it straight...;[];;[8259, 8284, 8286];[8257];k_hjol_dialog;NM35AAJOLE09282_.mp3
Go on, I'll listen.;[];;[8260];[8258];k_hjol_dialog;
Where was I, then? Oh. Oh, yes... Master Hortath. He was a kindly old Jedi who meant well, but the most near-sighted thing in the Core, I swear.;[];;[8261];[8259, 8285];k_hjol_dialog;NM35AAJOLE09284_.mp3
He would walk into walls, knock over tables, mistake apprentices for rancor beasts... that sort of thing. And he was too proud to submit to proper treatment.;[];;[8262];[8260];k_hjol_dialog;NM35AAJOLE09285_.mp3
"Some used to counsel him and urged ""Use the Force, Master Hortath. Allow the Force to see for you."" But he refused to believe that his eyes were failing.";[];;[8263];[8261];k_hjol_dialog;NM35AAJOLE09286_.mp3
He simply squinted more and more as the years went on, the other Jedi resignedly passing it off as the amusing quirk of a compassionate old man.;[];;[8264, 8282, 8283];[8262];k_hjol_dialog;NM35AAJOLE09287_.mp3
And? I don't get it.;[];;[8265];[8263];k_hjol_dialog;
I'm not finished yet! Now shush.;[];;[8266];[8264, 8282];k_hjol_dialog;NM35AAJOLE09289_.mp3
So one day a young Padawan meets Master Hortath in the courtyard and, not knowing of his blindness, asks him for directions to the Council.;[];;[8267];[8265, 8283];k_hjol_dialog;NM35AAJOLE09292_.mp3
Quite sure of himself, Hortath gave the lad directions... which happened to lead back outside and away from the enclave.;[];;[8268];[8266];k_hjol_dialog;NM35AAJOLE09293_.mp3
The Padawan is confused, naturally. He asks if Master Hortath is sure, and of course Master Hortath says that he is.;[];;[8269];[8267];k_hjol_dialog;NM35AAJOLE09294_.mp3
The Padawan suggests that perhaps he should ask someone else... but the proud Hortath now feels insulted. He tells the Padawan to take the route he prescribed and no other.;[];;[8270];[8268];k_hjol_dialog;NM35AAJOLE09295_.mp3
Rather dejectedly, the Padawan did as he was told... and so ended up leaving the Jedi Order forever.;[];;[8271];[8269];k_hjol_dialog;NM35AAJOLE09296_.mp3
It was decided that the boy's fate was to leave the Order anyway... though whether that was out of respect for Hortath or because the boy went on to something else, well, we'll never know.;[];;[8272, 8277, 8279, 8280];[8270];k_hjol_dialog;NM35AAJOLE09297_.mp3
So what does the Padawan leaving the Jedi have to do with the Jedi leaving you?;[];;[8273];[8271];k_hjol_dialog;
Not much. I never knew the Padawan nor met Master Hortath, himself. He was before my time.;[];;[8274];[8272];k_hjol_dialog;NM35AAJOLE09301_.mp3
I don't understand...;[];;[8275];[8273, 8278, 8389];k_hjol_dialog;
The tale is about blindness and I thought the point was clear. At any rate, you think about it. You're the one who asked why the Jedi left me, remember?;[];;[8276];[8274, 8279];k_hjol_dialog;NM35AAJOLE09306_.mp3
Now let's get going. My feet are itching for a good run.;[];;[];[8275, 8281];k_hjol_dialog;NM35AAJOLE09307_.mp3
So... you knew this Master Hortath? Or the Padawan?;[];;[8278];[8271];k_hjol_dialog;
No, no. Both of them were from before my time. Well before the Sith Wars, even.;[];;[8274];[8277];k_hjol_dialog;NM35AAJOLE09304_.mp3
So what's the point?;[];;[8275];[8271];k_hjol_dialog;
That's a stupid story.;[];;[8281];[8271];k_hjol_dialog;
Considering that it's about blindness, I think that's an appropriate response. You're the one who asked why the Jedi left me, remember?;[];;[8276];[8280];k_hjol_dialog;NM35AAJOLE09309_.mp3
Is this supposed to have a point?;[];;[8265];[8263];k_hjol_dialog;
Go on.;[];;[8266];[8263];k_hjol_dialog;
Is this going to have a point?;[];;[8285];[8258];k_hjol_dialog;
*Sigh* You know the problem with the youth of today? They're young.;[];;[8260];[8284, 8288];k_hjol_dialog;NM35AAJOLE09311_.mp3
No, I don't have time for any stupid stories.;[];;[8287];[8258];k_hjol_dialog;
You're the one who was asking me about the Jedi, dammit! Now do you want the story or not?;[];;[8288, 8289];[8286];k_hjol_dialog;NM35AAJOLE09313_.mp3
Fine, fine, but make it quick.;[];;[8285];[8287];k_hjol_dialog;
Not. Can't be bothered.;[];;[8290];[8287];k_hjol_dialog;
Boring you, am I? Well you just keep your questions to yourself next time. No need for old men to go and make nuisances of themselves.;[];;[];[8289];k_hjol_dialog;NM35AAJOLE09316_.mp3
So the Jedi wronged you in some way, I take it?;[];;[8292];[8254];k_hjol_dialog;
No, no. The Jedi always treated me well. It would be foolish and untrue to say otherwise. That's not what I meant, anyway.;[];;[8257];[8291];k_hjol_dialog;NM35AAJOLE09318_.mp3
Nobody can be right about everything.;[];;[8294];[8254];k_hjol_dialog;
That's true, but it's not what I meant. I guess I'm not being clear, am I?;[];;[8257];[8293];k_hjol_dialog;NM35AAJOLE09320_.mp3
Let me guess: you disagree?;[];;[8296];[8250];k_hjol_dialog;
Damn right I disagree. The Jedi are just as capable of injustice as anyone else. They may *try* harder, sure, but sometimes they get it wrong.;[];;[8253];[8295];k_hjol_dialog;NM35AAJOLE09274_.mp3
You? Perfect? That's a laugh.;[];;[8298];[8250];k_hjol_dialog;
Quiet, you. I'm not talking about me. Talking about the Jedi as a whole. They are just as capable of imperfection and injustice as anyone else, as you can obviously see.;[];;[8253];[8297];k_hjol_dialog;NM35AAJOLE09276_.mp3
That's about the dumbest thing I ever heard.;[];;[8300];[8247, 8310];k_hjol_dialog;
Oh, is it? Hmph. There are moments when I think you must be much older than you seem... but this isn't one of them.;[];;[8249];[8299];k_hjol_dialog;NM35AAJOLE09322_.mp3
So are you a Jedi or not?;[];;[8302];[8247, 8310];k_hjol_dialog;
Something wrong with your ears? I thought folks only went deaf when they got to my age. I follow the Jedi Way and use the Force, don't I? That makes me a Jedi last time I checked.;[];;[8303];[8301];k_hjol_dialog;NM35AAJOLE09324_.mp3
But the order, itself, the Jedi Council and so forth... no, I'm not a part of that and haven't been for a long time. And good riddance, I say!;[];;[8304, 8305, 8306];[8302];k_hjol_dialog;NM35AAJOLE09325_.mp3
But you said the Jedi left you?;[];;[8249];[8303];k_hjol_dialog;
Why good riddance?;[];;[8249];[8303];k_hjol_dialog;
So you're just some rogue Jedi. Big deal.;[];;[8307];[8303];k_hjol_dialog;
Hmph. A rogue, am I? You speak as if there must be something wrong with me, like not being part of the order makes me a criminal.;[];;[8249];[8306];k_hjol_dialog;NM35AAJOLE09329_.mp3
Are you saying you're still a Jedi?;[];;[8247];[8245];k_hjol_dialog;
Don't play games with me, old man.;[];;[8310];[8245];k_hjol_dialog;
Don't get so uppity, dammit! The point I was trying to make, if you decide to actually listen, is that I never left the order. The order left *me*.;[];;[8248, 8299, 8301];[8309];k_hjol_dialog;NM35AAJOLE09331_.mp3
What do you know about the Sith?;[];;[8312];[8022, 8571, 8579];k_hjol_dialog;
Bad, bad men. Women, too, to be fair.;[];;[8313, 8347];[8311];k_hjol_dialog;NM35AAJOLE09333_.mp3
You must know more than that.;[];;[8314];[8312];k_hjol_dialog;
Oh, indeed. They make a fine sandwich, also. Heh heh heh. But don't tell the Jedi Council I said that.;[];;[8315, 8345, 8346];[8313];k_hjol_dialog;NM35AAJOLE09335_.mp3
Do you know anything important about the Sith or not?;[];;[8316];[8314, 8348];k_hjol_dialog;
*sigh* And just what gave you the impression that I know anything more about the Sith than you do?;[];;[8317];[8315, 8345, 8346];k_hjol_dialog;NM35AAJOLE09339_.mp3
You did. You said you fought them.;[];;[8318];[8316];k_hjol_dialog;
Oh... that's right. Damn the ears of the young! I was expecting you to be your usual inattentive self when I mentioned that.;[];;[8319];[8317];k_hjol_dialog;NM35AAJOLE09341_.mp3
So it's true, yes, I fought plenty of Sith. That was during the time of Exar Kun... oh, fourty years ago now? Has it been that long?;[];;[8320, 8324, 8328, 8329];[8318];k_hjol_dialog;NM35AAJOLE09342_.mp3
Are these Sith the same as the ones who followed me?;[];;[8321];[8319];k_hjol_dialog;
No, no, of course not. The Sith have come and gone for ages. They were not called Sith many thousands of years ago, perhaps, but the dark side was always present without a doubt.;[];;[8322];[8320, 8328];k_hjol_dialog;NM35AAJOLE09344_.mp3
Oh, sure, occasionally the light side comes close to vanquishing the dark, but the dark always returns.;[];;[8323];[8321];k_hjol_dialog;NM35AAJOLE09345_.mp3
The fact that Exar Kun was defeated didn't mean the Sith would never return, as they obviously have now. Everyone knows that.;[];;[8324, 8329, 8331];[8322];k_hjol_dialog;NM35AAJOLE09346_.mp3
Who is this Exar Kun?;[];;[8325];[8323, 8330, 8319];k_hjol_dialog;
Ah. Exar was a Jedi who was... corrupted... by ghosts of the old Sith. Or so they say. He attempted to conquer the Republic and create a new Golden Age of the Sith.;[];;[8326, 8344];[8324];k_hjol_dialog;NM35AAJOLE09361_.mp3
Sort of like Revan. I mean me. I assume he was killed?;[];;[8327];[8325];k_hjol_dialog;
Better to say he was defeated... but essentially, yes. The victory did not come easily, however.;[];;[8328, 8329, 8331];[8326, 8344];k_hjol_dialog;NM35AAJOLE09363_.mp3
Are these the same Sith that we're fighting now?;[];;[8321];[8327, 8330, 8319];k_hjol_dialog;
So tell me what you know about the Sith.;[];;[8330];[8327, 8323, 8319];k_hjol_dialog;
A Sith believes he commands the Force... but it is the dark side who commands him. You know this, there is little else I could truly add.;[];;[8324, 8328, 8331];[8329];k_hjol_dialog;NM35AAJOLE09365_.mp3
What happened during the war with Exar Kun, then?;[];;[8332];[8330, 8327, 8323];k_hjol_dialog;
That... is not a pleasant time to remember. After Exar Kun fell to the dark side, he attempted to recruit other Jedi to his cause.;[];;[8333];[8331];k_hjol_dialog;NM35AAJOLE09348_.mp3
What surprised us... what took us completely unprepared... was how utterly successful he was. Many Jedi joined him and became Sith, themselves.;[];;[8334];[8332];k_hjol_dialog;NM35AAJOLE09349_.mp3
Why they did I... I will never truly know. But they did. Battle broke out throughout the order... pupil against master, we fought ourselves...;[];;[8335, 8339, 8341];[8333];k_hjol_dialog;NM35AAJOLE09350_.mp3
That must have been difficult.;[];;[8336];[8334];k_hjol_dialog;
Yes. More than difficult... next to impossible. How do you fight against someone you love?;[];;[8337];[8335];k_hjol_dialog;NM35AAJOLE09352_.mp3
Bah. I dislike such memories. It leaves a taste in the mouth that... it is a sadness I thought I had put aside long ago.;[{'Jolee': 'Talk_Sad'}];;[8338];[8336, 8340];k_hjol_dialog;NM35AAJOLE09355_.mp3
Ask me again about the war some other time. Just... not now. I would prefer to be by myself for now.;[{'Jolee': 'Talk_Sad'}];;[];[8337];k_hjol_dialog;NM35AAJOLE09356_.mp3
But you exterminated all the traitors, right?;[];;[8340];[8334];k_hjol_dialog;
Easy now to call them traitors. Tell me... how do you fight against someone that you love?;[];;[8337];[8339];k_hjol_dialog;NM35AAJOLE09354_.mp3
This isn't going to be more sad moaning, is it?;[];;[8342];[8334];k_hjol_dialog;
I've often held the opinion that history has one basic flaw: it is seldom heeded.;[];;[8343];[8341];k_hjol_dialog;NM35AAJOLE09358_.mp3
So go on and greet the world with your spite. Let's see where it takes you. You certainly don't need to hear any more from me.;[];;[];[8342];k_hjol_dialog;NM35AAJOLE09359_.mp3
And he was killed?;[];;[8327];[8325];k_hjol_dialog;
You're being elusive on purpose.;[];;[8316];[8314, 8348];k_hjol_dialog;
Spit it out, old man, or things get rough.;[];;[8316];[8314, 8348];k_hjol_dialog;
I'm not in the mood to play games.;[];;[8348];[8312];k_hjol_dialog;
Who's playing games? Ask the next Sith you see if they're bad and they'll set you straight.;[];;[8315, 8345, 8346];[8347];k_hjol_dialog;NM35AAJOLE09337_.mp3
Do you want to talk about the war now?;[];;[8350];[8022, 8571, 8579];k_hjol_dialog;
Not particularly.;[];;[8351, 8352, 8423];[8349];k_hjol_dialog;NM35AAJOLE09369_.mp3
I'll ask you some other time, then.;[];;[];[8350];k_hjol_dialog;
[Persuade] No time like the present?;[];;[8353, 8422];[8350];k_hjol_dialog;
[Success] I suppose you're going to nag me until I cough it up, aren't you? Nothing is private anymore, it looks like.;[];;[8354];[8352, 8425];k_hjol_dialog;NM35AAJOLE09372_.mp3
*sigh* There's no escaping it, I guess. So be it.;[{'Jolee': 'Talk_Sad'}];;[8355];[8353];k_hjol_dialog;NM35AAJOLE09373_.mp3
My wife's name was Nayama. She was the Ukatis enforcer who shot me out of the sky, if you remember.;[];;[8356, 8418, 8420];[8354];k_hjol_dialog;NM35AAJOLE09374_.mp3
What does your wife have to do with the war?;[];;[8357];[8355, 8419];k_hjol_dialog;
My wife had plenty to do with the war. Upon meeting her, I knew right away that she was strong in the Force. That's why she was able to shoot me down.;[];;[8358];[8356, 8421];k_hjol_dialog;NM35AAJOLE09376_.mp3
Nayama was a marvel of a woman. Fiery, determined, smart... she dragged me to the capital and foiled three of my attempts to escape prison. Oh, and that body...;[];;[8359];[8357];k_hjol_dialog;NM35AAJOLE09377_.mp3
The war...?;[];;[8360];[8358];k_hjol_dialog;
Well... yes, that. Needless to say I eventually won her over. That was after I kidnapped her upon being broken out of the Ukatis prison, mind you. But uh, that's another story entirely.;[];;[8361];[8359];k_hjol_dialog;NM35AAJOLE09379_.mp3
At any rate, I wanted to train her in the Jedi way. The Council refused my request, naturally. I was still a Padawan at the time.;[];;[8362];[8360];k_hjol_dialog;NM35AAJOLE09380_.mp3
I was an experienced Padawan, surely... but not yet ready to be a full Jedi and certainly not ready to train another. Especially not one so old as my wife.;[];;[8363, 8413, 8414, 8416];[8361];k_hjol_dialog;NGLOBEJOLE09749_.mp3
So you disobeyed the Council. Like I did.;[];;[8364];[8362];k_hjol_dialog;
I did. I wasn't the first and I won't be the last. The problem with self-righteous folk is they think they're more right than everyone else.;[];;[8365];[8363, 8413];k_hjol_dialog;NM35AAJOLE09382_.mp3
I believed in her and trained her in secret. I ignored her willful nature... I loved her too much to see fault in her.;[];;[8366];[8364, 8415, 8417];k_hjol_dialog;NM35AAJOLE09387_.mp3
And she loved me, too. I know she did. At the time, our love was a shared bliss... better than anything I had known before or since.;[];;[8367];[8365];k_hjol_dialog;NM35AAJOLE09388_.mp3
So what happened?;[];;[8368];[8366];k_hjol_dialog;
Exar Kun is what happened. Nayama was inspired by Exar's promises of a new Golden Age. She wanted to join him.;[];;[8369];[8367];k_hjol_dialog;NM35AAJOLE09390_.mp3
She came to me, pleading with me to throw aside what she called the decrepit trappings of the Jedi... to join her in Exar's war.;[];;[8370, 8410, 8412];[8368];k_hjol_dialog;NM35AAJOLE09391_.mp3
So she had fallen to the dark side?;[];;[8371];[8369];k_hjol_dialog;
I... hadn't thought so. Not right then. I was too proud to believe that of her. I had trained her myself... I loved her.;[];;[8372];[8370];k_hjol_dialog;NM35AAJOLE09393_.mp3
I pleaded with her to reconsider, to think about all that she was throwing away... to think about what she would become.;[];;[8373];[8371, 8412];k_hjol_dialog;NM35AAJOLE09397_.mp3
She would have none of it. Finally, in frustration, she attacked me. She drew her lightsaber and attempted to strike me down.;[];;[8374];[8372, 8411];k_hjol_dialog;NM35AAJOLE09398_.mp3
It was a scene being repeated everywhere throughout the galaxy. Pupil against master. In my case... it was a long and terrible battle, but I defeated her.;[];;[8375];[8373];k_hjol_dialog;NM35AAJOLE09399_.mp3
You killed her?;[];;[8376];[8374];k_hjol_dialog;
No... no. I had her at my mercy, disarmed and defenseless. She looked up at me and she knew... she knew I couldn't do it.;[];;[8377, 8405, 8406, 8408];[8375];k_hjol_dialog;NM35AAJOLE09401_.mp3
Sounds familiar. Seems like the Jedi don't like killing their helpless enemies.;[];;[8378];[8376];k_hjol_dialog;
But I should have. Sometimes I convince myself otherwise... but it's no use. She had fallen to the dark side when she raised her saber against me.;[{'Jolee': 'Talk_Sad'}];;[8379];[8377, 8405];k_hjol_dialog;NM35AAJOLE09403_.mp3
And I let her go. To my shame, she went on to kill many Jedi during the war until she, herself, was slain in the final battle.;[{'Jolee': 'Talk_Sad'}];;[8380];[8378, 8407, 8409];k_hjol_dialog;NM35AAJOLE09408_.mp3
I grieved for her death, inevitable as it was, even as the Jedi Council put me on trial for my actions once the war was over.;[];;[8381];[8379];k_hjol_dialog;NM35AAJOLE09409_.mp3
They put you on trial?;[];;[8382];[8380];k_hjol_dialog;
I had trained Nayama against their wishes. I had failed to kill her when I had the chance, and she went on to kill others.;[];;[8383];[8381];k_hjol_dialog;NM35AAJOLE09411_.mp3
Not to mention that I had remained a Padawan throughout the war. A formality, perhaps, but with the trial it had to be decided if I was worthy to become a Jedi at all.;[];;[8384];[8382];k_hjol_dialog;NGLOBEJOLE09750_.mp3
It was a travesty, of course. I told you that even the Jedi were capable of great injustices, didn't I?;[];;[8385, 8399, 8400, 8402, 8404];[8383];k_hjol_dialog;NM35AAJOLE09412_.mp3
The Jedi are always fair and merciful. They gave me a second chance.;[];;[8386];[8384];k_hjol_dialog;
But I deserved to be tried. They found me innocent.;[{'Jolee': 'Talk_Sad'}];;[8387];[8385, 8399, 8404];k_hjol_dialog;NM35AAJOLE09418_.mp3
Even though I... deserved every punishment and more... they let me go. Mitigating circumstances, they said. I deserved compassion, they said.;[];;[8388];[8386, 8401, 8403];k_hjol_dialog;NM35AAJOLE09419_.mp3
They said I had learned wisdom the hard way. For all I had done during the war, they wished to raise me to full Jedi status at long last.;[];;[8389];[8387];k_hjol_dialog;NGLOBEJOLE09751_.mp3
That... that was when the Jedi left me. That was when they failed me.;[{'Jolee': 'Talk_Sad'}];;[8274, 8390, 8398];[8388];k_hjol_dialog;NM35AAJOLE09420_.mp3
No, you're wrong! You did deserve compassion!;[];;[8391];[8389];k_hjol_dialog;
For my pride? For my cowardice? Which do you think is the act more befitting a Jedi?;[];;[8392];[8390];k_hjol_dialog;NM35AAJOLE09424_.mp3
They may have been able to forgive me. I... could never forgive myself.;[{'Jolee': 'Talk_Sad'}];;[8393];[8391, 8398];k_hjol_dialog;NM35AAJOLE09426_.mp3
And you still believe love is worth the risk?;[];;[8394];[8392];k_hjol_dialog;
I...;[];;[8395];[8393];k_hjol_dialog;NM35AAJOLE09428_.mp3
Yes, I do, I suppose. Does that surprise you?;[];;[8396];[8394];k_hjol_dialog;NM35AAJOLE09429_.mp3
Ahhh... it is all so long ago. Lost in the winds, I suppose. Nobody cares what an old man believes anymore, do they?;[{'Jolee': 'Talk_Sad'}];;[8397];[8395];k_hjol_dialog;NM35AAJOLE09430_.mp3
Let's continue on with the task at hand. I would prefer to think of the present today.;[];;[];[8396];k_hjol_dialog;NM35AAJOLE09431_.mp3
You should have been happy you got off.;[];;[8392];[8389];k_hjol_dialog;
I agree with you. They destroyed my mind, after all.;[];;[8386];[8384];k_hjol_dialog;
So that's the source of all this bitterness? They found you guilty?;[];;[8401];[8384];k_hjol_dialog;
Not at all. They found me innocent.;[{'Jolee': 'Talk_Sad'}];;[8387];[8400];k_hjol_dialog;NM35AAJOLE09414_.mp3
So you think you didn't deserve to be punished?;[];;[8403];[8384];k_hjol_dialog;
Of course I deserved to be punished. They found me innocent.;[{'Jolee': 'Talk_Sad'}];;[8387];[8402];k_hjol_dialog;NM35AAJOLE09416_.mp3
I can't believe they tried you for that!;[];;[8386];[8384];k_hjol_dialog;
I don't think I could have, either.;[];;[8378];[8376];k_hjol_dialog;
But... she was a Sith then, right?;[];;[8407];[8376];k_hjol_dialog;
Yes. I think she truly fell the moment she raised up her saber against me. I have played that instant in my head... so many times.;[];;[8379];[8406];k_hjol_dialog;NM35AAJOLE09405_.mp3
You were a fool.;[];;[8409];[8376];k_hjol_dialog;
Was I? Sometimes I convince myself that I couldn't have done otherwise... that I couldn't have seen that she had truly fallen to the dark side. But, yes, I was a fool.;[];;[8379];[8408];k_hjol_dialog;NM35AAJOLE09407_.mp3
So you killed her, of course.;[];;[8411];[8369];k_hjol_dialog;
No of course I didn't kill her. How could I? I pleaded with her to reconsider, to think about what she was doing.;[];;[8373];[8410];k_hjol_dialog;NM35AAJOLE09395_.mp3
What did you do?;[];;[8372];[8369];k_hjol_dialog;
You disobeyed the Jedi Council?;[];;[8364];[8362];k_hjol_dialog;
